Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
BUSA Bianka,,1.0,9.0,10.0,0.0,1.0,2.0,4.0,7.0,0.33,3.0,2.0,5.0,10.0,,15.0,4.0,10.0,29.0,51.72,,,,,, 1,3.0,3.0,,6.0,1.0
POPOVIC Mina,,3.0,5.0,8.0,0.0,1.0,3.0,6.0,10.0,0.33,5.0,,4.0,9.0,,,,,,,,,1.0,1.0,0.0, 5,1.0,1.0,1.0,3.0,0.33
OGNJENOVIC Maja,,,19.0,19.0,0.0,1.0,1.0,4.0,6.0,0.33,1.0,,,1.0,,,,,,,25.0,1.0,36.0,62.0,8.33,10,2.0,3.0,2.0,7.0,0.67
BJELICA Ana,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
ALEKSIC Maja,,,1.0,1.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,14,,,,,
RASIC Milena,,,5.0,5.0,0.0,1.0,4.0,1.0,6.0,0.33,4.0,3.0,2.0,9.0,,,,2.0,2.0,,,,2.0,2.0,0.0,16,,,,,
POPOVIC Silvija,,,,,,,,,,,,,,,,4.0,1.0,3.0,8.0,,3.0,,1.0,4.0,1.0,17,8.0,10.0,4.0,22.0,2.67
BOSKOVIC Tijana,,2.0,7.0,9.0,0.0,3.0,1.0,2.0,6.0,1.0,16.0,11.0,14.0,41.0,12.2,,,,,,,,,,,18,1.0,4.0,3.0,8.0,0.33
MILENKOVIC Bojana,,2.0,5.0,7.0,0.0,1.0,1.0,1.0,3.0,0.33,3.0,1.0,2.0,6.0,,10.0,,8.0,18.0,55.56,2.0,,4.0,6.0,0.67,19,6.0,3.0,3.0,12.0,2.0
BLAGOJEVIC Jelena,,,,,,,,1.0,1.0,0.0,,2.0,1.0,3.0,,3.0,1.0,4.0,8.0,,,,,,,20,3.0,2.0,,5.0,1.0
MIRKOVIC Sladjana,,,,,,,1.0,1.0,2.0,0.0,,,,,,,,,,,1.0,,4.0,5.0,0.33,8,,,,,
MIHAJLOVIC Brankica,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
,total,8.0,51.0,59.0,0.0,8.0,13.0,20.0,41.0,2.67,32.0,19.0,29.0,80.0,16.25,32.0,6.0,27.0,65.0,49.23,31.0,1.0,48.0,80.0,10.33,ls,24.0,26.0,13.0,63.0,8.0
