Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
MATVEEVA Polina,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,1.0,,,1.0,0.33,5,,,,,
KOROLEVA Irina,,,9.0,9.0,0.0,2.0,6.0,5.0,13.0,0.67,5.0,2.0,4.0,11.0,,1.0,,1.0,2.0,,,,,,, 6,1.0,1.0,,2.0,0.33
GONCHAROVA Nataliya,,,7.0,7.0,0.0,,2.0,2.0,4.0,0.0,6.0,4.0,12.0,22.0,9.09,3.0,,,3.0,,1.0,,2.0,3.0,0.33, 8,3.0,2.0,,5.0,1.0
FEDOROVTSEVA Arina,,2.0,8.0,10.0,0.0,,,1.0,1.0,0.0,10.0,14.0,8.0,32.0,,8.0,3.0,3.0,14.0,,,,2.0,2.0,0.0,10,1.0,9.0,3.0,13.0,0.33
LAZAREVA Anna,,,3.0,3.0,0.0,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,12,,,,,
STARTSEVA Evgeniya,,,8.0,8.0,0.0,,3.0,5.0,8.0,0.0,1.0,,1.0,2.0,,,,,,,18.0,,47.0,65.0,6.0,13,2.0,7.0,2.0,11.0,0.67
FETISOVA Irina,,,6.0,6.0,0.0,1.0,3.0,5.0,9.0,0.33,2.0,1.0,,3.0,,,,,,,,,,,,14,1.0,2.0,1.0,4.0,0.33
VORONKOVA Irina,,1.0,12.0,13.0,0.0,1.0,1.0,1.0,3.0,0.33,6.0,5.0,10.0,21.0,4.76,14.0,1.0,6.0,21.0,66.67,1.0,,1.0,2.0,0.33,16,5.0,7.0,1.0,13.0,1.67
PODKOPAEVA Anna,,,,,,,,,,,,,,,,11.0,1.0,5.0,17.0,64.71,2.0,,4.0,6.0,0.67,19,12.0,4.0,1.0,17.0,4.0
SMIRNOVA Kseniia,,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,25,1.0,,,1.0,0.33
ENINA Ekaterina,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,26,,,,,
PILIPENKO Daria,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
,total,3.0,58.0,61.0,0.0,4.0,15.0,19.0,38.0,1.33,31.0,27.0,36.0,94.0,4.26,37.0,5.0,15.0,57.0,64.91,23.0,,56.0,79.0,7.67,ls,26.0,32.0,8.0,66.0,8.67
