Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SANDERS Tyler,,2.0,5.0,7.0,0.0,,,3.0,3.0,0.0,,,,,,,,,,,23.0,,25.0,48.0,7.67, 1,2.0,2,,4.0,0.67
PERRIN John Gordon,,1.0,6.0,7.0,0.0,,2.0,,2.0,0.0,6.0,3.0,3.0,12.0,25.0,3.0,2.0,5.0,10.0,,,,2.0,2.0,0.0, 2,3.0,7,,10.0,1.0
MARSHALL Steven,,,1.0,1.0,0.0,,,,,,,1.0,,1.0,,5.0,,2.0,7.0,,,,,,, 3,,1,,1.0,0.0
HOAG Nicholas,2.0,2.0,5.0,9.0,0.67,,,1.0,1.0,0.0,7.0,3.0,4.0,14.0,28.57,4.0,,4.0,8.0,,,,1.0,1.0,0.0, 4,2.0,3,1.0,6.0,0.67
MAAR Stephen Timothy,,,2.0,2.0,0.0,,1.0,,1.0,0.0,4.0,2.0,5.0,11.0,18.18,,1.0,5.0,6.0,,,,1.0,1.0,0.0, 7,1.0,2,1.0,4.0,0.33
BLANKENAU Jay,,,1.0,1.0,0.0,,,1.0,1.0,0.0,1.0,,,1.0,,,,,,,2.0,,3.0,5.0,0.67, 9,,1,,1.0,0.0
SCLATER Ryan Joseph,,,2.0,2.0,0.0,,,,,,1.0,1.0,,2.0,,,,,,,1.0,,,1.0,0.33,10,,2,,2.0,0.0
van BERKEL Lucas,,,7.0,7.0,0.0,2.0,4.0,1.0,7.0,0.67,2.0,,2.0,4.0,,,,1.0,1.0,,,,,,,12,,3,,3.0,0.0
VERNONEVANS Sharone,1.0,1.0,5.0,7.0,0.33,1.0,,1.0,2.0,0.33,6.0,5.0,8.0,19.0,5.26,,,1.0,1.0,,1.0,,1.0,2.0,0.33,13,,3,1.0,4.0,0.0
VIGRASS Graham,1.0,3.0,5.0,9.0,0.33,,1.0,2.0,3.0,0.0,2.0,,2.0,4.0,,3.0,,1.0,4.0,,,,,,,17,,1,,1.0,0.0
BANN Blair Cameron,,,,,,,,,,,,,,,,8.0,4.0,9.0,21.0,38.1,2.0,,4.0,6.0,0.67,19,7.0,7,4.0,18.0,2.33
SZWARC Arthur,,,2.0,2.0,0.0,1.0,1.0,,2.0,0.33,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,0.0,20,,1,1.0,2.0,0.0
,total,9.0,41.0,54.0,1.33,4.0,9.0,9.0,22.0,1.33,30.0,16.0,24.0,70.0,20.0,23.0,7.0,28.0,58.0,39.66,29.0,,38.0,67.0,9.67,ls,15.0,33,8.0,56.0,5.0
