Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
PODLESNYKH Yaroslav,1.0,3.0,7.0,11.0,0.2,1.0,2.0,,3.0,0.2,5.0,3.0,4.0,12.0,,3.0,2.0,6.0,11.0,,1.0,,,1.0,0.2, 1,4.0,3.0,2.0,9.0,0.8
VOLKOV Dmitry,,2.0,3.0,5.0,0.0,,,4.0,4.0,0.0,4.0,1.0,6.0,11.0,,4.0,2.0,7.0,13.0,,1.0,,1.0,2.0,0.2, 7,2.0,,,2.0,0.4
IAKOVLEV Ivan,,4.0,9.0,13.0,0.0,3.0,10.0,6.0,19.0,0.6,7.0,1.0,3.0,11.0,,1.0,,1.0,2.0,,,,,,, 9,2.0,1.0,,3.0,0.4
BOGDAN Denis,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
PANKOV Pavel,,1.0,13.0,14.0,0.0,1.0,3.0,2.0,6.0,0.2,,,,,,,,,,,40.0,1.0,30.0,71.0,8.0,11,1.0,2.0,1.0,4.0,0.2
POLETAEV Victor,,1.0,8.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,15,,,,,
MIKHAYLOV Maxim,,2.0,16.0,18.0,0.0,3.0,2.0,5.0,10.0,0.6,18.0,5.0,11.0,34.0,38.24,1.0,1.0,1.0,3.0,,,,1.0,1.0,0.0,17,10.0,3.0,3.0,16.0,2.0
KLIUKA Egor,,4.0,14.0,18.0,0.0,,4.0,2.0,6.0,0.0,20.0,7.0,9.0,36.0,36.11,16.0,1.0,4.0,21.0,,1.0,,6.0,7.0,0.2,18,5.0,2.0,1.0,8.0,1.0
KURKAEV Ilyas,,3.0,8.0,11.0,0.0,,8.0,4.0,12.0,0.0,6.0,,3.0,9.0,,,1.0,,1.0,,,,,,,20,2.0,,1.0,3.0,0.4
KOBZAR Igor,,3.0,1.0,4.0,0.0,,1.0,1.0,2.0,0.0,,,1.0,1.0,,,,,,,16.0,,13.0,29.0,3.2,24,,5.0,1.0,6.0,0.0
GOLUBEV Valentin,,,,,,,,,,,,,,,,21.0,1.0,13.0,35.0,60.0,,,3.0,3.0,0.0,27,7.0,9.0,1.0,17.0,1.4
VOLVICH Artem,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
,total,23.0,79.0,103.0,0.2,8.0,30.0,24.0,62.0,1.6,60.0,17.0,37.0,114.0,37.72,46.0,8.0,32.0,86.0,53.49,59.0,1.0,54.0,114.0,11.8,ls,33.0,25.0,10.0,68.0,6.6
