Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
CHINENYEZE Barthelemy,,,13.0,13.0,0.0,3.0,14.0,11.0,28.0,0.6,5.0,2.0,2.0,9.0,,1.0,,,1.0,,1.0,,1.0,2.0,0.2, 1,2.0,2.0,1,5.0,0.4
PATRY Jean,,6.0,11.0,17.0,0.0,1.0,2.0,5.0,8.0,0.2,21.0,4.0,12.0,37.0,45.95,,,,,,2.0,,3.0,5.0,0.4, 4,2.0,5.0,3,10.0,0.4
TONIUTTI Benjamin,,,21.0,21.0,0.0,,4.0,1.0,5.0,0.0,,1.0,,1.0,,,,,,,59.0,,44.0,103.0,11.8, 6,5.0,3.0,3,11.0,1.0
TILLIE Kevin,,1.0,2.0,3.0,0.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,, 7,1.0,,-,1.0,0.2
NGAPETH Earvin,1.0,8.0,12.0,21.0,0.2,2.0,7.0,1.0,10.0,0.4,26.0,9.0,15.0,50.0,34.0,19.0,,16.0,35.0,54.29,2.0,,5.0,7.0,0.4, 9,4.0,7.0,2,13.0,0.8
BRIZARD Antoine,,1.0,,1.0,0.0,1.0,,,1.0,0.2,,,,,,,,,,,7.0,,5.0,12.0,1.4,11,,,-,,
BOYER Stephen,,1.0,2.0,3.0,0.0,,,,,,3.0,2.0,2.0,7.0,,,,,,,,,1.0,1.0,0.0,12,,,-,,
le GOFF Nicolas,,1.0,16.0,17.0,0.0,5.0,9.0,2.0,16.0,1.0,4.0,,2.0,6.0,,,,2.0,2.0,,1.0,,1.0,2.0,0.2,14,1.0,2.0,,3.0,0.2
BULTOR Daryl,,,,,,,1.0,,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,16,,,-,,
CLEVENOT Trevor,,4.0,15.0,19.0,0.0,1.0,6.0,3.0,10.0,0.2,15.0,5.0,13.0,33.0,30.3,16.0,,8.0,24.0,,1.0,,2.0,3.0,0.2,17,9.0,7.0,1,17.0,1.8
LOUATI Yacine,,3.0,4.0,7.0,0.0,,,,,,1.0,,,1.0,,3.0,,1.0,4.0,,,,,,,19,1.0,1.0,,2.0,0.2
GREBENNIKOV Jenia,,,,,,,,,,,,,,,,19.0,2.0,17.0,38.0,50.0,3.0,,4.0,7.0,0.6, 2,12.0,8.0,,20.0,2.4
,total,25.0,96.0,122.0,0.2,13.0,43.0,23.0,79.0,2.6,76.0,24.0,46.0,146.0,35.62,59.0,2.0,44.0,105.0,56.19,76.0,,66.0,142.0,15.2,ls,37.0,35.0,10,82.0,7.4
