Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SANCHEZ Matias,,1.0,,1.0,0.0,,,1.0,1.0,0.0,,,,,,,,,,,6.0,,4.0,10.0,1.5, 1,,,1.0,1.0,0.0
PEREYRA Federico,,1.0,3.0,4.0,0.0,1.0,,,1.0,0.25,2.0,2.0,1.0,5.0,,,,,,,,,,,, 2,2.0,1.0,,3.0,0.5
POGLAJEN Cristian,,,1.0,1.0,0.0,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,1.0,1.0,0.0,6,,,,,
CONTE Facundo,1.0,4.0,9.0,14.0,0.25,,2.0,3.0,5.0,0.0,8.0,8.0,11.0,27.0,,15.0,1.0,12.0,28.0,53.57,2.0,,3.0,5.0,0.5, 7,1.0,5.0,3.0,9.0,0.25
LOSER Agustin,,2.0,12.0,14.0,0.0,1.0,3.0,3.0,7.0,0.25,6.0,2.0,1.0,9.0,,3.0,,1.0,4.0,,,,,,, 8,2.0,1.0,,3.0,0.5
SOLE Sebastian,1.0,1.0,15.0,17.0,0.25,3.0,6.0,8.0,17.0,0.75,7.0,1.0,3.0,11.0,,,,,,,,,,,,11,1.0,5.0,3.0,9.0,0.25
LIMA Bruno,1.0,4.0,7.0,12.0,0.25,,2.0,2.0,4.0,0.0,17.0,10.0,5.0,32.0,21.88,,,,,,,,,,,12,,2.0,,2.0,0.0
PALACIOS Ezequiel,1.0,4.0,8.0,13.0,0.25,1.0,1.0,3.0,5.0,0.25,9.0,4.0,6.0,19.0,26.32,12.0,2.0,11.0,25.0,48.0,1.0,,1.0,2.0,0.25,13,3.0,6.0,1.0,10.0,0.75
de CECCO Luciano,,4.0,7.0,11.0,0.0,1.0,6.0,,7.0,0.25,,,3.0,3.0,,,,1.0,1.0,,36.0,1.0,34.0,71.0,9.0,15,2.0,3.0,2.0,7.0,0.5
MENDEZ Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
RAMOS Martin,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
DANANI Santiago,,,,,,,,,,,,,,,,11.0,,6.0,17.0,,,,1.0,1.0,0.0, 9,6.0,5.0,1.0,12.0,1.5
,total,21.0,62.0,87.0,1.0,7.0,20.0,20.0,47.0,1.75,50.0,28.0,31.0,109.0,20.18,41.0,3.0,31.0,75.0,54.67,45.0,1.0,44.0,90.0,11.25,ls,17.0,28.0,11.0,56.0,4.25
