Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SANDERS Tyler,,,8.0,8.0,0.0,,2.0,1.0,3.0,0.0,,,,,,,,,,,31.0,,23.0,54.0,10.33, 1,2.0,3.0,,5.0,0.67
PERRIN John Gordon,,3.0,7.0,10.0,0.0,2.0,2.0,3.0,7.0,0.67,14.0,3.0,5.0,22.0,50.0,8.0,,6.0,14.0,57.14,3.0,,,3.0,1.0, 2,4.0,2.0,1,7.0,1.33
HOAG Nicholas,1.0,3.0,8.0,12.0,0.33,2.0,2.0,1.0,5.0,0.67,12.0,5.0,3.0,20.0,35.0,14.0,1.0,4.0,19.0,73.68,,,1.0,1.0,0.0, 4,3.0,3.0,1,7.0,1.0
BLANKENAU Jay,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,1.0,,,1.0,0.33,9,,,-,,
SCLATER Ryan Joseph,1.0,2.0,7.0,10.0,0.33,,2.0,2.0,4.0,0.0,10.0,4.0,6.0,20.0,30.0,,,,,,,,2.0,2.0,0.0,10,6.0,5.0,1,12.0,2.0
van BERKEL Lucas,1.0,1.0,17.0,19.0,0.33,4.0,4.0,3.0,11.0,1.33,2.0,,1.0,3.0,,,,,,,1.0,,,1.0,0.33,12,2.0,4.0,,6.0,0.67
VERNONEVANS Sharone,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,-,,
VIGRASS Graham,1.0,1.0,11.0,13.0,0.33,2.0,3.0,4.0,9.0,0.67,2.0,1.0,2.0,5.0,,,,,,,,,1.0,1.0,0.0,17,3.0,3.0,,6.0,1.0
BANN Blair Cameron,,,,,,,,,,,,,,,,6.0,3.0,3.0,12.0,50.0,4.0,,3.0,7.0,1.33,19,7.0,1.0,,8.0,2.33
SZWARC Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,-,,
MARSHALL Steven,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,-,,
MAAR Stephen Timothy,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,-,,
,total,10.0,59.0,73.0,1.33,10.0,15.0,14.0,39.0,3.33,40.0,13.0,17.0,70.0,38.57,28.0,4.0,13.0,45.0,62.22,40.0,,30.0,70.0,13.33,ls,27.0,21.0,3,51.0,9.0
