Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
ANDERSON Matthew,1.0,4.0,12.0,17.0,0.25,,1.0,2.0,3.0,0.0,14.0,10.0,10.0,34.0,11.76,1.0,1.0,,2.0,,,,4.0,4.0,0.0, 1,9.0,2.0,3.0,14.0,2.25
SANDER Taylor,1.0,5.0,14.0,20.0,0.25,2.0,,2.0,4.0,0.5,14.0,6.0,11.0,31.0,25.81,11.0,5.0,3.0,19.0,57.89,,,3.0,3.0,0.0, 3,6.0,2.0,2.0,10.0,1.5
STAHL Mitchell,,3.0,4.0,7.0,0.0,,1.0,,1.0,0.0,5.0,1.0,1.0,7.0,,,,,,,,,,,,6,,,,,
DEFALCO Torey,1.0,1.0,6.0,8.0,0.25,,1.0,,1.0,0.0,7.0,6.0,5.0,18.0,5.56,12.0,,7.0,19.0,63.16,2.0,,3.0,5.0,0.5, 8,5.0,3.0,3.0,11.0,1.25
CHRISTENSON Micah,1.0,3.0,10.0,14.0,0.25,2.0,5.0,5.0,12.0,0.5,1.0,,1.0,2.0,,1.0,,,1.0,,47.0,,46.0,93.0,11.75,11,8.0,7.0,2.0,17.0,2.0
HOLT Maxwell,1.0,5.0,11.0,17.0,0.25,1.0,5.0,3.0,9.0,0.25,6.0,1.0,2.0,9.0,,,,,,,1.0,,1.0,2.0,0.25,12,,2.0,2.0,4.0,0.0
JAESCHKE Thomas,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,17,,,,,
MUAGUTUTIA Garrett,,1.0,4.0,5.0,0.0,,,2.0,2.0,0.0,1.0,4.0,3.0,8.0,,3.0,1.0,1.0,5.0,,,,3.0,3.0,0.0,18,,3.0,,3.0,0.0
SMITH David,,3.0,5.0,8.0,0.0,1.0,3.0,5.0,9.0,0.25,5.0,1.0,4.0,10.0,,1.0,,,1.0,,1.0,,2.0,3.0,0.25,20,4.0,3.0,,7.0,1.0
SHOJI Erik,,,,,,,,1.0,1.0,0.0,,,,,,22.0,,5.0,27.0,81.48,1.0,,2.0,3.0,0.25,22,9.0,8.0,2.0,19.0,2.25
ENSING Kyle,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
SHOJI Kawika,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,total,25.0,67.0,97.0,1.25,6.0,16.0,20.0,42.0,1.5,53.0,29.0,37.0,119.0,20.17,51.0,7.0,16.0,74.0,68.92,52.0,,64.0,116.0,13.0,ls,41.0,30.0,14.0,85.0,10.25
