Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SANCHEZ Matias,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,, 1,1.0,,-,1.0,0.33
POGLAJEN Cristian,1.0,,1.0,2.0,0.33,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,6,,,-,,
CONTE Facundo,3.0,2.0,10.0,15.0,1.0,,2.0,2.0,4.0,0.0,13.0,3.0,10.0,26.0,38.46,5.0,,4.0,9.0,,2.0,,6.0,8.0,0.67, 7,5.0,2.0,1,8.0,1.67
LOSER Agustin,1.0,,11.0,12.0,0.33,1.0,2.0,2.0,5.0,0.33,6.0,3.0,1.0,10.0,,,,,,,,,,,, 8,1.0,4.0,,5.0,0.33
SOLE Sebastian,1.0,2.0,9.0,12.0,0.33,1.0,2.0,4.0,7.0,0.33,6.0,1.0,3.0,10.0,,1.0,,1.0,2.0,,,,1.0,1.0,0.0,11,5.0,2.0,,7.0,1.67
LIMA Bruno,,4.0,5.0,9.0,0.0,3.0,2.0,5.0,10.0,1.0,10.0,8.0,2.0,20.0,10.0,1.0,,2.0,3.0,,,,1.0,1.0,0.0,12,3.0,4.0,,7.0,1.0
PALACIOS Ezequiel,,1.0,4.0,5.0,0.0,1.0,,5.0,6.0,0.33,4.0,2.0,9.0,15.0,13.33,9.0,,11.0,20.0,45.0,,,,,,13,7.0,5.0,,12.0,2.33
de CECCO Luciano,1.0,2.0,14.0,17.0,0.33,1.0,1.0,1.0,3.0,0.33,,,1.0,1.0,,,,,,,36.0,1.0,32.0,69.0,12.0,15,3.0,6.0,,9.0,1.0
MENDEZ Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,-,,
RAMOS Martin,,,,,,1.0,,,1.0,0.33,,,,,,,,,,,,,,,,18,,,-,,
PEREYRA Federico,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,-,,
DANANI Santiago,,,,,,,,,,,,,,,,13.0,,3.0,16.0,81.25,,,3.0,3.0,0.0, 9,8.0,5.0,,13.0,2.67
,total,11.0,56.0,74.0,2.33,8.0,9.0,19.0,36.0,2.67,40.0,17.0,27.0,84.0,27.38,29.0,,21.0,50.0,58.0,38.0,1.0,43.0,82.0,12.67,ls,33.0,28.0,1,62.0,11.0
