Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
NOWAKOWSKI Piotr,,1.0,6.0,7.0,0.0,2.0,5.0,5.0,12.0,0.67,3.0,1.0,2.0,6.0,,1.0,,,1.0,,,,,,, 1,1.0,1.0,1.0,3.0,0.33
KACZMAREK Lukasz,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,5,,,,,
KUREK Bartosz,2.0,2.0,13.0,17.0,0.67,,5.0,,5.0,0.0,12.0,3.0,4.0,19.0,47.37,,,,,,1.0,,,1.0,0.33, 6,2.0,2.0,,4.0,0.67
LEON VENERO Wilfredo,3.0,4.0,5.0,12.0,1.0,1.0,1.0,2.0,4.0,0.33,14.0,4.0,8.0,26.0,38.46,12.0,1.0,3.0,16.0,75.0,1.0,,,1.0,0.33, 9,3.0,3.0,1.0,7.0,1.0
DRZYZGA Fabian,,2.0,7.0,9.0,0.0,,3.0,,3.0,0.0,3.0,,1.0,4.0,,1.0,,,1.0,,33.0,1.0,26.0,60.0,11.0,11,5.0,5.0,1.0,11.0,1.67
LOMACZ Grzegorz,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
KUBIAK Michal,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,13,,,,,
SLIWKA Aleksander,1.0,1.0,10.0,12.0,0.33,,1.0,,1.0,0.0,8.0,4.0,2.0,14.0,28.57,11.0,,3.0,14.0,78.57,2.0,,3.0,5.0,0.67,14,2.0,4.0,,6.0,0.67
KOCHANOWSKI Jakub,,,3.0,3.0,0.0,,1.0,,1.0,0.0,1.0,,1.0,2.0,,,,,,,,,,,,15,,1.0,,1.0,0.0
SEMENIUK Kamil,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
ZATORSKI Pawel,,,,,,,,,,,,,,,,14.0,,3.0,17.0,82.35,1.0,,3.0,4.0,0.33,17,9.0,2.0,1.0,12.0,3.0
BIENIEK Mateusz,2.0,1.0,10.0,13.0,0.67,,5.0,5.0,10.0,0.0,3.0,1.0,1.0,5.0,,,,,,,2.0,,,2.0,0.67,20,,1.0,1.0,2.0,0.0
,total,11.0,55.0,74.0,2.67,3.0,21.0,12.0,36.0,1.0,44.0,13.0,19.0,76.0,40.79,40.0,1.0,9.0,50.0,80.0,40.0,1.0,32.0,73.0,13.33,ls,22.0,19.0,5.0,46.0,7.33
