Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
REZENDE Bruno Mossa,,,6.0,6.0,0.0,,1.0,3.0,4.0,0.0,,,1.0,1.0,,,,1.0,1.0,,39.0,,22.0,61.0,13.0, 1,2.0,1.0,,3.0,0.67
GIL KRELING Fernando,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,6.0,,4.0,10.0,2.0,6,,,,,
De SOUZA Wallace,,2.0,7.0,9.0,0.0,4.0,1.0,4.0,9.0,1.33,9.0,5.0,8.0,22.0,18.18,,,,,,2.0,,1.0,3.0,0.67, 8,5.0,2.0,2.0,9.0,1.67
LEAL HIDALGO Yoandy,,4.0,8.0,12.0,0.0,1.0,3.0,1.0,5.0,0.33,15.0,2.0,5.0,22.0,59.09,6.0,1.0,6.0,13.0,46.15,,,1.0,1.0,0.0, 9,4.0,1.0,,5.0,1.33
SANTOS Isac,,,2.0,2.0,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,,12,,,,,
De SOUZA Mauricio Luiz,,1.0,11.0,12.0,0.0,1.0,7.0,1.0,9.0,0.33,4.0,,2.0,6.0,,2.0,,,2.0,,,,1.0,1.0,0.0,13,1.0,,,1.0,0.33
CORREIA De SOUZA Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
SAATKAMP Lucas,,2.0,11.0,13.0,0.0,2.0,6.0,7.0,15.0,0.67,6.0,1.0,1.0,8.0,,,,,,,,,1.0,1.0,0.0,16,1.0,,2.0,3.0,0.33
HOSS Thales,,,,,,,,,,,,,,,,12.0,1.0,5.0,18.0,66.67,,,1.0,1.0,0.0,17,9.0,5.0,4.0,18.0,3.0
SOUZA Ricardo Lucarelli,,4.0,14.0,18.0,0.0,,4.0,2.0,6.0,0.0,12.0,1.0,10.0,23.0,47.83,10.0,2.0,4.0,16.0,62.5,,,3.0,3.0,0.0,18,3.0,5.0,3.0,11.0,1.0
SOUZA Alan,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,
BORGES ALMEIDA SILVA Mauricio,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,5,,,,,
,total,13.0,61.0,74.0,0.0,8.0,22.0,18.0,48.0,2.67,47.0,9.0,27.0,83.0,45.78,31.0,4.0,17.0,52.0,59.62,47.0,,34.0,81.0,15.67,ls,25.0,14.0,11.0,50.0,8.33
