Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
NOWAKOWSKI Piotr,,2.0,8.0,10.0,0.0,1.0,9.0,8.0,18.0,0.2,2.0,,1.0,3.0,,1.0,,,1.0,,,,,,, 1,,1.0,,1.0,0.0
KACZMAREK Lukasz,,1.0,3.0,4.0,0.0,,,1.0,1.0,0.0,1.0,,,1.0,,,,,,,1.0,,,1.0,0.2,5,,,,,
KUREK Bartosz,,5.0,16.0,21.0,0.0,1.0,9.0,3.0,13.0,0.2,25.0,7.0,7.0,39.0,46.15,1.0,,,1.0,,1.0,,1.0,2.0,0.2, 6,6.0,3.0,1.0,10.0,1.2
LEON VENERO Wilfredo,1.0,4.0,14.0,19.0,0.2,,1.0,3.0,4.0,0.0,28.0,3.0,10.0,41.0,60.98,11.0,1.0,6.0,18.0,,1.0,,4.0,5.0,0.2, 9,7.0,1.0,2.0,10.0,1.4
DRZYZGA Fabian,,2.0,13.0,15.0,0.0,2.0,5.0,3.0,10.0,0.4,,1.0,,1.0,,,,,,,58.0,,49.0,107.0,11.6,11,5.0,9.0,3.0,17.0,1.0
LOMACZ Grzegorz,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
KUBIAK Michal,,1.0,4.0,5.0,0.0,,1.0,2.0,3.0,0.0,3.0,3.0,7.0,13.0,,9.0,1.0,4.0,14.0,,5.0,,3.0,8.0,1.0,13,3.0,,1.0,4.0,0.6
SLIWKA Aleksander,,,5.0,5.0,0.0,,3.0,,3.0,0.0,1.0,4.0,4.0,9.0,,9.0,,6.0,15.0,,,,,,,14,2.0,1.0,,3.0,0.4
KOCHANOWSKI Jakub,,1.0,3.0,4.0,0.0,,1.0,3.0,4.0,0.0,1.0,2.0,3.0,6.0,,,,,,,,,,,,15,1.0,1.0,1.0,3.0,0.2
SEMENIUK Kamil,,,3.0,3.0,0.0,,,,,,3.0,1.0,2.0,6.0,,10.0,,4.0,14.0,,,,,,,16,,,,,
ZATORSKI Pawel,,,,,,,,,,,,,,,,16.0,,10.0,26.0,61.54,3.0,,2.0,5.0,0.6,17,7.0,5.0,2.0,14.0,1.4
BIENIEK Mateusz,1.0,1.0,15.0,17.0,0.2,2.0,15.0,6.0,23.0,0.4,6.0,3.0,4.0,13.0,,,,1.0,1.0,,,,1.0,1.0,0.0,20,1.0,,1.0,2.0,0.2
,total,17.0,84.0,103.0,0.4,6.0,44.0,29.0,79.0,1.2,70.0,24.0,38.0,132.0,34.85,57.0,2.0,31.0,90.0,63.33,69.0,,60.0,129.0,13.8,ls,32.0,21.0,11.0,64.0,6.4
