Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
SHIMIZU Kunihiro,,1.0,,1.0,0.0,,,-,,,1.0,,1.0,2.0,,,,,,,,,,,,1,,,,,
ONODERA Taishi,,1.0,9.0,10.0,0.0,,9.0,,9.0,0.0,4.0,1.0,5.0,10.0,,1.0,,,1.0,,,,,,, 2,3.0,1.0,1.0,5.0,1.0
YAMAUCHI Akihiro,,,10.0,10.0,0.0,1.0,9.0,1,11.0,0.33,3.0,2.0,2.0,7.0,,,,1.0,1.0,,,,,,, 6,3.0,,,3.0,1.0
NISHIDA Yuji,2.0,5.0,4.0,11.0,0.67,,1.0,3,4.0,0.0,11.0,3.0,10.0,24.0,33.33,2.0,,,2.0,,,,1.0,1.0,0.0,11,3.0,1.0,1.0,5.0,1.0
SEKITA Masahiro,,1.0,10.0,11.0,0.0,1.0,1.0,1,3.0,0.33,,,1.0,1.0,,,,,,,29.0,,43.0,72.0,9.67,12,6.0,5.0,1.0,12.0,2.0
ISHIKAWA Yuki,2.0,2.0,6.0,10.0,0.67,2.0,5.0,,7.0,0.67,13.0,6.0,10.0,29.0,24.14,11.0,,10.0,21.0,52.38,2.0,,2.0,4.0,0.67,14,4.0,2.0,,6.0,1.33
RI Haku,,,1.0,1.0,0.0,,,-,,,,,,,,,,,,,,,,,,15,,,,,
TAKANASHI Kenta,,,2.0,2.0,0.0,,,2,2.0,0.0,1.0,2.0,,3.0,,,,2.0,2.0,,1.0,,,1.0,0.33,17,,,,,
OTSUKA Tatsunori,,,,,,,,-,,,,,,,,,,,,,,,,,,19,,,,,
YAMAMOTO Tomohiro,,,,,,,,1,1.0,0.0,,,,,,7.0,,8.0,15.0,46.67,1.0,,2.0,3.0,0.33,20,3.0,6.0,3.0,12.0,1.0
TAKAHASHI Ran,,1.0,6.0,7.0,0.0,,2.0,1,3.0,0.0,3.0,2.0,8.0,13.0,,11.0,,7.0,18.0,61.11,,,1.0,1.0,0.0,21,1.0,4.0,2.0,7.0,0.33
FUJII Naonobu,,,,,,,,-,,,,,,,,,,,,,,,1.0,1.0,0.0, 3,1.0,,,1.0,0.33
,total,11.0,48.0,63.0,1.33,4.0,27.0,9,40.0,1.33,36.0,16.0,37.0,89.0,22.47,32.0,,28.0,60.0,53.33,33.0,,50.0,83.0,11.0,ls,24.0,19.0,8.0,51.0,8.0
