Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
REZENDE Bruno Mossa,,4.0,18.0,22.0,0.0,3.0,6.0,8.0,17.0,0.6,,,,,,,,,,,75.0,,56.0,131.0,15.0, 1,8.0,4.0,1,13.0,1.6
De SOUZA Wallace,1.0,4.0,16.0,21.0,0.2,2.0,3.0,5.0,10.0,0.4,20.0,3.0,16.0,39.0,43.59,,,,,,,,1.0,1.0,0.0, 8,6.0,2.0,1,9.0,1.2
LEAL HIDALGO Yoandy,,1.0,16.0,17.0,0.0,2.0,4.0,,6.0,0.4,18.0,6.0,10.0,34.0,35.29,13.0,,10.0,23.0,,,,1.0,1.0,0.0, 9,1.0,4.0,2,7.0,0.2
SANTOS Isac,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,12,,,-,,
De SOUZA Mauricio Luiz,,4.0,12.0,16.0,0.0,1.0,15.0,6.0,22.0,0.2,6.0,2.0,2.0,10.0,,1.0,,,1.0,,,,1.0,1.0,0.0,13,3.0,,- 2,5.0,0.6
CORREIA De SOUZA Douglas,,,3.0,3.0,0.0,,,,,,2.0,2.0,3.0,7.0,,2.0,,3.0,5.0,,,,1.0,1.0,0.0,14,1.0,1.0,,2.0,0.2
SAATKAMP Lucas,,5.0,14.0,19.0,0.0,7.0,12.0,7.0,26.0,1.4,12.0,2.0,3.0,17.0,,,,,,,,,1.0,1.0,0.0,16,2.0,1.0,,3.0,0.4
HOSS Thales,,,,,,,,,,,,,,,,22.0,,7.0,29.0,75.86,3.0,,1.0,4.0,0.6,17,16.0,5.0,,21.0,3.2
SOUZA Ricardo Lucarelli,1.0,4.0,22.0,27.0,0.2,,6.0,3.0,9.0,0.0,20.0,7.0,12.0,39.0,33.33,23.0,1.0,13.0,37.0,62.16,,,4.0,4.0,0.0,18,10.0,4.0,,14.0,2.0
SOUZA Alan,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,21,,1.0,,1.0,0.0
BORGES ALMEIDA SILVA Mauricio,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,, 5,,1.0,,1.0,0.0
GIL KRELING Fernando,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,0.2,6,,,-,,
,total,22.0,103.0,127.0,0.4,15.0,46.0,29.0,90.0,3.0,79.0,22.0,46.0,147.0,38.78,62.0,1.0,33.0,96.0,64.58,79.0,,67.0,146.0,15.8,ls,47.0,23.0,6,76.0,9.4
