Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
VELAZQUEZ ESCALANTE Armando Fernan.,,- 1,11.0,12.0,0.0,,1.0,2.0,3.0,0.0,,,,,,1.0,,,1.0,,27.0,,23.0,50.0,9.0, 1,,3.0,2.0,5.0,0.0
GONZALEZ Fernando,,-,1.0,1.0,0.0,,1.0,,1.0,0.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,, 3,,1.0,,1.0,0.0
RODRIGUEZ GONZALEZ Emerson Alexand.,,- 3,4.0,7.0,0.0,,,1.0,1.0,0.0,9.0,7.0,5.0,21.0,9.52,,,,,,,,,,, 5,2.0,1.0,,3.0,0.67
ORAMAS BRIZUELA Robert Manuel,,-,1.0,1.0,0.0,,2.0,,2.0,0.0,,,,,,,,1.0,1.0,,,,,,, 6,1.0,,,1.0,0.33
VALENCIA GONZALEZ Edson Alberto,1.0,2,6.0,9.0,0.33,,6.0,1.0,7.0,0.0,6.0,1.0,1.0,8.0,,,,,,,,,2.0,2.0,0.0, 7,,1.0,1.0,2.0,0.0
CARRASCO ANGULO Jose Manuel,,-,1.0,1.0,0.0,,,,,,,,,,,,,,,,4.0,,5.0,9.0,1.33,9,,,,,
VERDI Jose,1.0,,9.0,10.0,0.33,1.0,5.0,7.0,13.0,0.33,2.0,1.0,3.0,6.0,,2.0,,1.0,3.0,,,,,,,11,1.0,3.0,,4.0,0.33
CANELO SANCHEZ Eliecer Alfonso,,-,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
ARIAS GUZMAN Luis Antonio,,-,,,,,,1.0,1.0,0.0,2.0,1.0,2.0,5.0,,,,,,,,,,,,15,,,,,
FAYOLA HURTADO Ronald Daniel,,- 3,4.0,7.0,0.0,1.0,2.0,1.0,4.0,0.33,6.0,3.0,3.0,12.0,25.0,16.0,2.0,9.0,27.0,59.26,1.0,,3.0,4.0,0.33,17,1.0,4.0,3.0,8.0,0.33
RIVAS QUIJADA Willner Enrique,1.0,3,5.0,9.0,0.33,,2.0,1.0,3.0,0.0,7.0,3.0,8.0,18.0,22.22,7.0,,7.0,14.0,50.0,,,1.0,1.0,0.0,19,2.0,3.0,1.0,6.0,0.67
MATA Hector,,-,,,,,,,,,,,,,,3.0,2.0,2.0,7.0,,,,3.0,3.0,0.0, 4,6.0,6.0,1.0,13.0,2.0
,total,12,42.0,57.0,1.0,2.0,19.0,14.0,35.0,0.67,33.0,17.0,22.0,72.0,22.22,29.0,4.0,21.0,54.0,53.7,32.0,,37.0,69.0,10.67,ls,13.0,22.0,8.0,43.0,4.33
