Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
CHINENYEZE Barthelemy,,2.0,5.0,7.0,0.0,4.0,7.0,6.0,17.0,1.33,7.0,3.0,1.0,11.0,36.36,,,,,,1.0,,,1.0,0.33, 1,1.0,,,1.0,0.33
PATRY Jean,1.0,1.0,9.0,11.0,0.33,,2.0,2.0,4.0,0.0,11.0,3.0,3.0,17.0,47.06,,,,,,,,,,, 4,,1.0,,1.0,0.0
TILLIE Kevin,,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,7,,,,,
NGAPETH Earvin,1.0,2.0,11.0,14.0,0.33,,,1.0,1.0,0.0,10.0,4.0,6.0,20.0,30.0,12.0,,8.0,20.0,60.0,,,,,, 9,3.0,2.0,1.0,6.0,1.0
BRIZARD Antoine,1.0,3.0,15.0,19.0,0.33,,5.0,1.0,6.0,0.0,1.0,1.0,,2.0,,,,1.0,1.0,,37.0,,22.0,59.0,12.33,11,2.0,2.0,1.0,5.0,0.67
BOYER Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
le GOFF Nicolas,,,5.0,5.0,0.0,2.0,5.0,4.0,11.0,0.67,2.0,,3.0,5.0,,,,,,,,,,,,14,,2.0,,2.0,0.0
BULTOR Daryl,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
CLEVENOT Trevor,,2.0,6.0,8.0,0.0,2.0,1.0,4.0,7.0,0.67,10.0,2.0,2.0,14.0,57.14,9.0,1.0,5.0,15.0,60.0,,,1.0,1.0,0.0,17,1.0,2.0,1.0,4.0,0.33
LOUATI Yacine,1.0,,5.0,6.0,0.33,,,,,,,,,,,,,,,,,,,,,19,,,,,
GREBENNIKOV Jenia,,,,,,,,,,,,,,,,8.0,1.0,2.0,11.0,,,,3.0,3.0,0.0, 2,8.0,,4.0,12.0,2.67
TONIUTTI Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
,total,10.0,59.0,73.0,1.33,8.0,20.0,18.0,46.0,2.67,41.0,13.0,15.0,69.0,40.58,29.0,2.0,16.0,47.0,61.7,38.0,,26.0,64.0,12.67,ls,15.0,9.0,7.0,31.0,5.0
