Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
CHINENYEZE Barthelemy,,,14.0,14.0,0.0,4.0,6.0,8.0,18.0,1.33,2.0,1.0,2.0,5.0,,,,,,,,,1.0,1.0,0.0, 1,1.0,1.0,3.0,5.0,0.33
PATRY Jean,2.0,3.0,10.0,15.0,0.67,2.0,2.0,2.0,6.0,0.67,11.0,,10.0,21.0,52.38,,,,,,,,2.0,2.0,0.0, 4,2.0,6.0,2.0,10.0,0.67
NGAPETH Earvin,,5.0,1.0,6.0,0.0,,1.0,1.0,2.0,0.0,12.0,4.0,12.0,28.0,28.57,11.0,,12.0,23.0,47.83,2.0,,,2.0,0.67, 9,2.0,2.0,4.0,8.0,0.67
BRIZARD Antoine,,2.0,11.0,13.0,0.0,2.0,2.0,,4.0,0.67,,,2.0,2.0,,1.0,,,1.0,,34.0,1.0,28.0,63.0,11.33,11,2.0,1.0,5.0,8.0,0.67
BOYER Stephen,,,,,,,,1.0,1.0,0.0,,1.0,,1.0,,,,,,,,,,,,12,,,,,
le GOFF Nicolas,,2.0,7.0,9.0,0.0,2.0,9.0,3.0,14.0,0.67,2.0,1.0,1.0,4.0,,,,,,,,,1.0,1.0,0.0,14,1.0,,2.0,3.0,0.33
BULTOR Daryl,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
CLEVENOT Trevor,,3.0,9.0,12.0,0.0,,1.0,,1.0,0.0,14.0,3.0,2.0,19.0,57.89,13.0,,5.0,18.0,72.22,1.0,,,1.0,0.33,17,4.0,2.0,,6.0,1.33
LOUATI Yacine,1.0,1.0,2.0,4.0,0.33,,,,,,,,,,,,,,,,,,,,,19,,,,,
GREBENNIKOV Jenia,,,,,,,,,,,,,,,,6.0,,1.0,7.0,,2.0,1.0,3.0,6.0,0.67, 2,4.0,1.0,3.0,8.0,1.33
TONIUTTI Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
TILLIE Kevin,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
,total,16.0,54.0,73.0,1.0,10.0,21.0,15.0,46.0,3.33,41.0,10.0,29.0,80.0,38.75,31.0,,18.0,49.0,63.27,39.0,2.0,35.0,76.0,13.0,ls,16.0,13.0,19.0,48.0,5.33
