No.,Name,Points,Errors,In-Play,Attempts,%
 4,KIM Heejin,15.0,, 9,24,62.5
10,KIM Yeon Koung,13.0,4,11,28,32.14
13,PARK Jeongah,6.0,6,8,20,
11,KIM Su Ji,1.0,1,4,6,
14,YANG Hyo Jin,3.0,2,, 5,
16,JEONG Jiyun,,- 2,2,4,
8,PARK Eunjin,1.0,, 2,3,
1,LEE Soyoung,1.0,, 1,2,
3,YEUM Hye Seon,,-,, ,
7,AN Hyejin,,-,, ,
9,OH Jiyoung,,-,, ,
19,PYO Seungju,,-,, ,
ls,,40.0,15,37,92,27.17
