No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,FAHR Sarah Luisa,3.0,6,6,15,0.75
 5,MALINOV Ofelia,3.0,2,6,11,0.75
11,DANESI Anna,3.0,2,6,11,0.75
 9,BOSETTI Caterina Chiara,2.0,5,4,11,0.5
18,EGONU Paola Ogechi,2.0,2,3,7,0.5
17,SYLLA Miryam Fatime,2.0,1,1,4,0.5
 8,ORRO Alessia,,, 1,1,0.0
14,PIETRINI Elena,, 1,, 1,0.0
1,SOROKAITE Indre,,,, ,
6,de GENNARO Monica,,,, ,
7,FOLIE Raphaela,,,, ,
10,CHIRICHELLA Cristina,,,, ,
ls,,15.0,19,27,61,3.75
