No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
10,KIM Yeon Koung,11,5.0,3,19,3.67
 9,OH Jiyoung,8,7.0,2,17,2.67
 7,AN Hyejin,4,2.0,2,8,1.33
13,PARK Jeongah,3,5.0,, 8,1.0
11,KIM Su Ji,3,1.0,1,5,1.0
14,YANG Hyo Jin,3,,, 3,1.0
 4,KIM Heejin,1,5.0,, 6,0.33
19,PYO Seungju,1,3.0,, 4,0.33
 3,YEUM Hye Seon,1,2.0,, 3,0.33
1,LEE Soyoung,,,, ,
8,PARK Eunjin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,35,30.0,8,73,11.67
