No.,Name,Points,Errors,In-Play,Attempts,%
14,PIETRINI Elena,6.0,, 7,13,46.15
18,EGONU Paola Ogechi,14.0,6,5,25,32.0
 9,BOSETTI Caterina Chiara,8.0,3,7,18,27.78
7,FOLIE Raphaela,5.0,1,2,8,
10,CHIRICHELLA Cristina,3.0,, 3,6,
17,SYLLA Miryam Fatime,3.0,, 3,6,
13,FAHR Sarah Luisa,3.0,1,2,6,
5,MALINOV Ofelia,,-, 1,1,
11,DANESI Anna,,- 1,, 1,
1,SOROKAITE Indre,,-,, ,
6,de GENNARO Monica,,-,, ,
8,ORRO Alessia,,-,, ,
ls,,42.0,12,30,84,35.71
