No.,Name,Points,Errors,In-Play,Total Attempts,by Set
16,RASIC Milena,1.0,2,13,16,0.25
18,BOSKOVIC Tijana,1.0,5,7,13,0.25
10,OGNJENOVIC Maja,, 1,14,15,0.0
19,MILENKOVIC Bojana,, 1,12,13,0.0
 1,BUSA Bianka,, 2,5,7,0.0
 5,POPOVIC Mina,, 1,5,6,0.0
 9,MIHAJLOVIC Brankica,, 1,4,5,0.0
14,ALEKSIC Maja,, 1,4,5,0.0
8,MIRKOVIC Sladjana,,,, ,
13,BJELICA Ana,,,, ,
17,POPOVIC Silvija,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,2.0,14,64,80,0.5
