No.,Name,Points,Errors,In-Play,Total Attempts,by Set
16,AKINRADEWO Foluke,3.0,3,4,10,1.0
22,WASHINGTON Haleigh,2.0,3,8,13,0.67
14,BARTSCHHACKLEY Michelle,1.0,6,5,12,0.33
 1,HANCOCK Micha,1.0,1,5,7,0.33
10,LARSON Jordan,1.0,1,, 2,0.33
11,DREWS Andrea,, 2,6,8,0.0
2,POULTER Jordyn,,,, ,
4,WONGORANTES Justine,,,, ,
12,THOMPSON Jordan,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,8.0,16,28,52,2.67
