No.,Name,Points,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,10.0,4,13,27,22.22
13,PARK Jeongah,10.0,5,18,33,15.15
4,KIM Heejin,4.0,7,10,21,
1,LEE Soyoung,2.0,2,3,7,
14,YANG Hyo Jin,2.0,1,2,5,
16,JEONG Jiyun,2.0,2,, 4,
11,KIM Su Ji,2.0,, 1,3,
8,PARK Eunjin,, 2,1,3,
3,YEUM Hye Seon,,,, ,
7,AN Hyejin,,,, ,
9,OH Jiyoung,,,, ,
19,PYO Seungju,,,, ,
ls,,32.0,23,48,103,8.74
