No.,Name,Points,Errors,In-Play,Total Attempts,by Set
12,LI Yingying,4.0,1,17,22,0.8
 2,ZHU Ting,1.0,, 17,18,0.2
 1,YUAN Xinyue,1.0,1,11,13,0.2
 9,ZHANG Changning,1.0,2,9,12,0.2
 7,WANG Yuanyuan,1.0,, 9,10,0.2
 6,GONG Xiangyu,,, 8,8,0.0
16,DING Xia,,, 8,8,0.0
11,YAO Di,,, 7,7,0.0
17,YAN Ni,,, 7,7,0.0
10,LIU Xiaotong,,,, ,
18,WANG Mengjie,,,, ,
19,LIU Yanhan,,,, ,
ls,,8.0,4,93,105,1.6
