No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 9,OH Jiyoung,5,4.0,1,10,1.67
 3,YEUM Hye Seon,4,2.0,1,7,1.33
14,YANG Hyo Jin,3,3.0,1,7,1.0
19,PYO Seungju,1,5.0,4,10,0.33
 7,AN Hyejin,1,2.0,5,8,0.33
13,PARK Jeongah,1,1.0,, 2,0.33
16,JEONG Jiyun,,2.0,5,7,0.0
 4,KIM Heejin,,2.0,2,4,0.0
10,KIM Yeon Koung,,2.0,1,3,0.0
 1,LEE Soyoung,,1.0,1,2,0.0
8,PARK Eunjin,,,, ,
11,KIM Su Ji,,,, ,
ls,,15,24.0,21,60,5.0
