No.,Name,Excellents,Errors,In-Play,Attempts,%
17,SYLLA Miryam Fatime,16,, 11,27,59.26
9,BOSETTI Caterina Chiara,13,1.0,2,16,
6,de GENNARO Monica,7,, 6,13,
14,PIETRINI Elena,6,2.0,5,13,
13,FAHR Sarah Luisa,1,1.0,, 2,
1,SOROKAITE Indre,,,, ,
5,MALINOV Ofelia,,,, ,
7,FOLIE Raphaela,,,, ,
8,ORRO Alessia,,,, ,
10,CHIRICHELLA Cristina,,,, ,
11,DANESI Anna,,,, ,
18,EGONU Paola Ogechi,,,, ,
ls,,43,4.0,24,71,60.56
