No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
16,KUNDU Agripina Khayesi,3,11.0,4,18,1.0
 8,LUSENAKA Joy,3,3.0,1,7,1.0
 4,KASAYA Leonida,3,3.0,, 6,1.0
14,MOIM Mercy,2,5.0,1,8,0.67
 5,KIPRONO Sharon Chepchumba,1,6.0,2,9,0.33
 1,WAIRIMU Jane Wacu,1,1.0,2,4,0.33
13,KAEI Lorine Chebet,,3.0,, 3,0.0
15,JEPKIRUI Pamela,,2.0,, 2,0.0
12,EMANIMAN Gladys Ekaru,,1.0,, 1,0.0
10,MURAMBI Noel,,,, ,
18,CHEMTAI Emmaculate,,,, ,
19,MUKUVILANI Edith,,,, ,
ls,,13,35.0,10,58,4.33
