No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 6,KOBATA Mako,18,5.0,2,25,3.6
 4,ISHIKAWA Mayu,17,9.0,2,28,3.4
 1,KUROGO Ai,14,4.0,3,21,2.8
 2,KOGA Sarina,13,5.0,4,22,2.6
12,MOMII Aki,11,7.0,7,25,2.2
 5,SHIMAMURA Haruyo,4,1.0,2,7,0.8
11,ARAKI Erika,1,2.0,1,4,0.2
15,HAYASHI Kotona,1,,, 1,0.2
 3,TASHIRO Kanami,,2.0,2,4,0.0
19,YAMADA Nichika,,1.0,, 1,0.0
8,ISHII Yuki,,,, ,
9,OKUMURA Mai,,,, ,
ls,,79,36.0,23,138,15.8
