No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 6,KOROLEVA Irina,2.0,6,5,13,0.67
14,FETISOVA Irina,1.0,3,5,9,0.33
16,VORONKOVA Irina,1.0,1,1,3,0.33
13,STARTSEVA Evgeniya,, 3,5,8,0.0
 8,GONCHAROVA Nataliya,, 2,2,4,0.0
10,FEDOROVTSEVA Arina,,, 1,1,0.0
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
12,LAZAREVA Anna,,,, ,
19,PODKOPAEVA Anna,,,, ,
25,SMIRNOVA Kseniia,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,4.0,15,19,38,1.33
