No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 8,ORRO Alessia,20,, 33,53,6.67
 5,MALINOV Ofelia,9,, 13,22,3.0
 9,BOSETTI Caterina Chiara,2,, 4,6,0.67
 6,de GENNARO Monica,1,, 4,5,0.33
18,EGONU Paola Ogechi,1,, 1,2,0.33
14,PIETRINI Elena,,, 2,2,0.0
1,SOROKAITE Indre,,,, ,
7,FOLIE Raphaela,,,, ,
10,CHIRICHELLA Cristina,,,, ,
11,DANESI Anna,,,, ,
13,FAHR Sarah Luisa,,,, ,
17,SYLLA Miryam Fatime,,,, ,
ls,,33,,57,90,11.0
