No.,Name,Points,Errors,In-Play,Attempts,%
14,MOIM Mercy,8.0,2,6,16,37.5
 5,KIPRONO Sharon Chepchumba,11.0,5,8,24,25.0
4,KASAYA Leonida,3.0,5,6,14,
19,MUKUVILANI Edith,3.0,1,2,6,
13,KAEI Lorine Chebet,1.0,1,1,3,
12,EMANIMAN Gladys Ekaru,1.0,, 1,2,
18,CHEMTAI Emmaculate,,, 1,1,
1,WAIRIMU Jane Wacu,,,, ,
8,LUSENAKA Joy,,,, ,
10,MURAMBI Noel,,,, ,
15,JEPKIRUI Pamela,,,, ,
16,KUNDU Agripina Khayesi,,,, ,
ls,,27.0,14,25,66,19.7
