No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 1,YUAN Xinyue,3.0,4,4,11,1.0
 6,GONG Xiangyu,2.0,4,7,13,0.67
 9,ZHANG Changning,2.0,3,3,8,0.67
 7,WANG Yuanyuan,1.0,4,2,7,0.33
12,LI Yingying,1.0,1,, 2,0.33
11,YAO Di,, 6,1,7,0.0
2,ZHU Ting,,,, ,
10,LIU Xiaotong,,,, ,
16,DING Xia,,,, ,
17,YAN Ni,,,, ,
18,WANG Mengjie,,,, ,
19,LIU Yanhan,,,, ,
ls,,9.0,22,17,48,3.0
