No.,Name,Excellents,Errors,In-Play,Attempts,%
 2,AKOZ Simge Sebnem,15,2.0,5,22,68.18
 9,ISMAILOGLU Meliha,19,1.0,12,32,59.38
7,BALADIN Hande,12,1.0,7,20,
5,ERCAN Seyma,1,, 3,4,
4,SENOGLU Tugba,1,1.0,1,3,
14,ERDEM DUNDAR Eda,1,,, 1,
3,OZBAY Cansu,,1.0,, 1,
6,CALISKAN Kubra,,,, ,
11,AYDEMIR AKYOL Naz,,,, ,
13,BOZ Meryem,,,, ,
18,GUNES Zehra,,,, ,
99,KARAKURT Ebrar,,,, ,
ls,,49,6.0,28,83,59.04
