No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 5,POPOVIC Mina,3.0,5,5,13,1.0
16,RASIC Milena,3.0,3,2,8,1.0
19,MILENKOVIC Bojana,2.0,, 2,4,0.67
 8,MIRKOVIC Sladjana,1.0,, 1,2,0.33
14,ALEKSIC Maja,1.0,,, 1,0.33
18,BOSKOVIC Tijana,, 1,4,5,0.0
10,OGNJENOVIC Maja,, 1,2,3,0.0
 1,BUSA Bianka,, 2,1,3,0.0
13,BJELICA Ana,, 1,1,2,0.0
9,MIHAJLOVIC Brankica,,,, ,
17,POPOVIC Silvija,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,10.0,13,18,41,3.33
