No.,Name,Excellents,Errors,In-Play,Attempts,%
19,PODKOPAEVA Anna,9,2.0,2,13,69.23
10,FEDOROVTSEVA Arina,5,, 12,17,29.41
16,VORONKOVA Irina,5,, 4,9,
4,PILIPENKO Daria,1,, 2,3,
8,GONCHAROVA Nataliya,2,,, 2,
5,MATVEEVA Polina,,,, ,
6,KOROLEVA Irina,,,, ,
12,LAZAREVA Anna,,,, ,
13,STARTSEVA Evgeniya,,,, ,
14,FETISOVA Irina,,,, ,
25,SMIRNOVA Kseniia,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,22,2.0,20,44,50.0
