No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 6,GONG Xiangyu,2.0,1,17,20,0.67
 1,YUAN Xinyue,,, 14,14,0.0
12,LI Yingying,, 1,12,13,0.0
11,YAO Di,,, 11,11,0.0
 9,ZHANG Changning,,, 9,9,0.0
 7,WANG Yuanyuan,,, 8,8,0.0
2,ZHU Ting,,,, ,
10,LIU Xiaotong,,,, ,
16,DING Xia,,,, ,
17,YAN Ni,,,, ,
18,WANG Mengjie,,,, ,
19,LIU Yanhan,,,, ,
ls,,2.0,2,71,75,0.67
