No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
15,HAYASHI Kotona,14,1.0,3,18,4.67
 6,KOBATA Mako,10,3.0,, 13,3.33
 4,ISHIKAWA Mayu,6,5.0,3,14,2.0
 3,TASHIRO Kanami,6,4.0,3,13,2.0
 8,ISHII Yuki,4,7.0,4,15,1.33
 1,KUROGO Ai,3,3.0,, 6,1.0
11,ARAKI Erika,2,2.0,1,5,0.67
12,MOMII Aki,1,6.0,3,10,0.33
 9,OKUMURA Mai,1,1.0,, 2,0.33
 5,SHIMAMURA Haruyo,,1.0,, 1,0.0
19,YAMADA Nichika,,,, ,
ls,,47,33.0,17,97,15.67
