No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 3,YEUM Hye Seon,1.0,1,5,7,0.33
 4,KIM Heejin,1.0,1,5,7,0.33
10,KIM Yeon Koung,,, 9,9,0.0
14,YANG Hyo Jin,,, 7,7,0.0
11,KIM Su Ji,, 1,5,6,0.0
13,PARK Jeongah,,, 5,5,0.0
 1,LEE Soyoung,,, 3,3,0.0
 7,AN Hyejin,,, 2,2,0.0
 8,PARK Eunjin,, 1,1,2,0.0
16,JEONG Jiyun,,, 1,1,0.0
19,PYO Seungju,,, 1,1,0.0
9,OH Jiyoung,,,, ,
ls,,2.0,4,44,50,0.67
