No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,FAHR Sarah Luisa,3.0,3,4,10,0.6
18,EGONU Paola Ogechi,1.0,5,10,16,0.2
 5,MALINOV Ofelia,1.0,1,9,11,0.2
10,CHIRICHELLA Cristina,1.0,4,6,11,0.2
11,DANESI Anna,1.0,6,2,9,0.2
14,PIETRINI Elena,1.0,2,5,8,0.2
 9,BOSETTI Caterina Chiara,1.0,3,4,8,0.2
17,SYLLA Miryam Fatime,1.0,2,2,5,0.2
 8,ORRO Alessia,, 1,, 1,0.0
1,SOROKAITE Indre,,,, ,
6,de GENNARO Monica,,,, ,
7,FOLIE Raphaela,,,, ,
ls,,10.0,27,42,79,2.0
