No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 3,YEUM Hye Seon,39,1.0,56,96,7.8
 7,AN Hyejin,4,, 15,19,0.8
 9,OH Jiyoung,4,, 4,8,0.8
10,KIM Yeon Koung,2,, 8,10,0.4
13,PARK Jeongah,1,, 1,2,0.2
 4,KIM Heejin,1,,, 1,0.2
11,KIM Su Ji,1,,, 1,0.2
14,YANG Hyo Jin,,, 2,2,0.0
19,PYO Seungju,,, 1,1,0.0
1,LEE Soyoung,,,, ,
8,PARK Eunjin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,52,1.0,87,140,10.4
