No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,BOSETTI Caterina Chiara,2.0,2,14,18,0.5
17,SYLLA Miryam Fatime,1.0,2,12,15,0.25
13,FAHR Sarah Luisa,1.0,3,10,14,0.25
18,EGONU Paola Ogechi,1.0,2,10,13,0.25
14,PIETRINI Elena,1.0,, 6,7,0.25
 5,MALINOV Ofelia,, 1,12,13,0.0
11,DANESI Anna,, 1,8,9,0.0
 8,ORRO Alessia,,, 4,4,0.0
 1,SOROKAITE Indre,, 1,3,4,0.0
6,de GENNARO Monica,,,, ,
7,FOLIE Raphaela,,,, ,
10,CHIRICHELLA Cristina,,,, ,
ls,,6.0,12,79,97,1.5
