No.,Name,Points,Errors,In-Play,Attempts,%
 9,MIHAJLOVIC Brankica,10.0,4,4,18,33.33
 1,BUSA Bianka,6.0,2,5,13,30.77
13,BJELICA Ana,9.0,, 2,11,
14,ALEKSIC Maja,5.0,2,3,10,
18,BOSKOVIC Tijana,7.0,, 2,9,
16,RASIC Milena,6.0,1,2,9,
19,MILENKOVIC Bojana,2.0,, 2,4,
5,POPOVIC Mina,1.0,1,2,4,
8,MIRKOVIC Sladjana,1.0,,, 1,
10,OGNJENOVIC Maja,,, 1,1,
17,POPOVIC Silvija,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,47.0,10,23,80,46.25
