No.,Name,Points,Errors,In-Play,Attempts,%
14,PIETRINI Elena,7.0,2,6,15,33.33
18,EGONU Paola Ogechi,15.0,13,17,45,4.44
9,BOSETTI Caterina Chiara,6.0,6,4,16,
11,DANESI Anna,3.0,, 3,6,
10,CHIRICHELLA Cristina,,, 4,4,
13,FAHR Sarah Luisa,1.0,2,1,4,
17,SYLLA Miryam Fatime,, 2,1,3,
7,FOLIE Raphaela,1.0,,, 1,
1,SOROKAITE Indre,,,, ,
5,MALINOV Ofelia,,,, ,
6,de GENNARO Monica,,,, ,
8,ORRO Alessia,,,, ,
ls,,33.0,25,36,94,8.51
