No.,Name,Points,Errors,In-Play,Attempts,%
 7,BALADIN Hande,9.0,1,3,13,61.54
18,GUNES Zehra,8.0,2,3,13,46.15
99,KARAKURT Ebrar,16.0,4,7,27,44.44
9,ISMAILOGLU Meliha,4.0,, 7,11,
14,ERDEM DUNDAR Eda,8.0,3,, 11,
3,OZBAY Cansu,1.0,, 1,2,
2,AKOZ Simge Sebnem,,,, ,
4,SENOGLU Tugba,,,, ,
5,ERCAN Seyma,,,, ,
6,CALISKAN Kubra,,,, ,
11,AYDEMIR AKYOL Naz,,,, ,
13,BOZ Meryem,,,, ,
ls,,46.0,10,21,77,46.75
