No.,Name,Points,Errors,In-Play,Total Attempts,by Set
18,GUNES Zehra,7.0,6,11,24,1.4
14,ERDEM DUNDAR Eda,2.0,6,5,13,0.4
 4,SENOGLU Tugba,2.0,4,3,9,0.4
13,BOZ Meryem,2.0,4,3,9,0.4
 9,ISMAILOGLU Meliha,1.0,2,2,5,0.2
 3,OZBAY Cansu,1.0,4,, 5,0.2
 7,BALADIN Hande,1.0,,, 1,0.2
11,AYDEMIR AKYOL Naz,, 1,1,2,0.0
 5,ERCAN Seyma,,, 1,1,0.0
99,KARAKURT Ebrar,, 1,, 1,0.0
2,AKOZ Simge Sebnem,,,, ,
6,CALISKAN Kubra,,,, ,
ls,,16.0,28,26,70,3.2
