No.,Name,Points,Errors,In-Play,Attempts,%
 5,KIPRONO Sharon Chepchumba,12.0,5,14,31,22.58
 4,KASAYA Leonida,10.0,6,5,21,19.05
14,MOIM Mercy,7.0,4,6,17,17.65
19,MUKUVILANI Edith,3.0,1,6,10,
1,WAIRIMU Jane Wacu,1.0,2,3,6,
12,EMANIMAN Gladys Ekaru,2.0,, 2,4,
10,MURAMBI Noel,1.0,, 1,2,
13,KAEI Lorine Chebet,, 1,, 1,
18,CHEMTAI Emmaculate,, 1,, 1,
8,LUSENAKA Joy,,,, ,
15,JEPKIRUI Pamela,,,, ,
16,KUNDU Agripina Khayesi,,,, ,
ls,,36.0,20,37,93,17.2
