No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
17,POPOVIC Silvija,11,3.0,2,16,3.67
20,BLAGOJEVIC Jelena,7,2.0,, 9,2.33
18,BOSKOVIC Tijana,4,4.0,2,10,1.33
19,MILENKOVIC Bojana,3,7.0,, 10,1.0
 5,POPOVIC Mina,2,2.0,1,5,0.67
16,RASIC Milena,1,, 2,3,0.33
10,OGNJENOVIC Maja,,, 3,3,0.0
1,BUSA Bianka,,,, ,
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
ls,,28,18.0,10,56,9.33
