No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,KIM Su Ji,2.0,6,3,11,0.67
14,YANG Hyo Jin,1.0,2,4,7,0.33
16,JEONG Jiyun,, 1,2,3,0.0
 4,KIM Heejin,, 2,1,3,0.0
 8,PARK Eunjin,, 2,1,3,0.0
 1,LEE Soyoung,, 1,1,2,0.0
19,PYO Seungju,, 1,, 1,0.0
3,YEUM Hye Seon,,,, ,
7,AN Hyejin,,,, ,
9,OH Jiyoung,,,, ,
10,KIM Yeon Koung,,,, ,
13,PARK Jeongah,,,, ,
ls,,3.0,15,12,30,1.0
