No.,Name,Points,Errors,In-Play,Total Attempts,by Set
16,MERCADO Erika,1.0,1,4,6,0.33
 3,NIZETICH Paula Yamila,1.0,1,2,4,0.33
14,MAYER Victoria,,, 10,10,0.0
 2,GERMANIER Sabrina Soledad,,, 5,5,0.0
11,LAZCANO Julieta Constanza,,, 5,5,0.0
13,FARRIOL Bianca,,, 5,5,0.0
 1,RODRIGUEZ Elina Maria,, 1,4,5,0.0
15,FORTUNA Antonela,,, 4,4,0.0
 4,BULAICH SIMIAN Daniela,,, 2,2,0.0
17,HERRERA RODRIGUEZ Candelaria Lucia,,, 2,2,0.0
6,NOSACH Eugenia,,,, ,
12,RIZZO Tatiana Soledad,,,, ,
ls,,2.0,3,43,48,0.67
