No.,Name,Points,Errors,In-Play,Attempts,%
 8,GONCHAROVA Nataliya,26.0,12,17,55,25.45
10,FEDOROVTSEVA Arina,23.0,10,22,55,23.64
16,VORONKOVA Irina,22.0,14,16,52,15.38
6,KOROLEVA Irina,5.0,5,5,15,
26,ENINA Ekaterina,1.0,4,, 5,
14,FETISOVA Irina,, 1,2,3,
12,LAZAREVA Anna,, 1,1,2,
13,STARTSEVA Evgeniya,,, 1,1,
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
19,PODKOPAEVA Anna,,,, ,
25,SMIRNOVA Kseniia,,,, ,
ls,,77.0,47,64,188,15.96
