No.,Name,Points,Errors,In-Play,Attempts,%
 8,GONCHAROVA Nataliya,6.0,4,12,22,9.09
16,VORONKOVA Irina,6.0,5,10,21,4.76
10,FEDOROVTSEVA Arina,10.0,14,8,32,
6,KOROLEVA Irina,5.0,2,4,11,
12,LAZAREVA Anna,1.0,1,1,3,
14,FETISOVA Irina,2.0,1,, 3,
13,STARTSEVA Evgeniya,1.0,, 1,2,
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
19,PODKOPAEVA Anna,,,, ,
25,SMIRNOVA Kseniia,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,31.0,27,36,94,4.26
