No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
16,KUNDU Agripina Khayesi,11,8.0,2,21,3.67
14,MOIM Mercy,5,6.0,2,13,1.67
 4,KASAYA Leonida,3,5.0,3,11,1.0
 5,KIPRONO Sharon Chepchumba,2,2.0,2,6,0.67
 1,WAIRIMU Jane Wacu,1,2.0,4,7,0.33
19,MUKUVILANI Edith,,1.0,2,3,0.0
 8,LUSENAKA Joy,,, 1,1,0.0
18,CHEMTAI Emmaculate,,, 1,1,0.0
13,KAEI Lorine Chebet,,1.0,, 1,0.0
10,MURAMBI Noel,,,, ,
12,EMANIMAN Gladys Ekaru,,,, ,
15,JEPKIRUI Pamela,,,, ,
ls,,22,25.0,17,64,7.33
