No.,Name,Excellents,Errors,In-Play,Attempts,%
16,VORONKOVA Irina,14,1.0,6,21,66.67
19,PODKOPAEVA Anna,11,1.0,5,17,64.71
10,FEDOROVTSEVA Arina,8,3.0,3,14,
8,GONCHAROVA Nataliya,3,,, 3,
6,KOROLEVA Irina,1,, 1,2,
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
12,LAZAREVA Anna,,,, ,
13,STARTSEVA Evgeniya,,,, ,
14,FETISOVA Irina,,,, ,
25,SMIRNOVA Kseniia,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,37,5.0,15,57,64.91
