No.,Name,Excellents,Errors,In-Play,Attempts,%
19,MILENKOVIC Bojana,10,, 8,18,55.56
 1,BUSA Bianka,15,4.0,10,29,51.72
17,POPOVIC Silvija,4,1.0,3,8,
20,BLAGOJEVIC Jelena,3,1.0,4,8,
16,RASIC Milena,,, 2,2,
5,POPOVIC Mina,,,, ,
8,MIRKOVIC Sladjana,,,, ,
9,MIHAJLOVIC Brankica,,,, ,
10,OGNJENOVIC Maja,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
18,BOSKOVIC Tijana,,,, ,
ls,,32,6.0,27,65,49.23
