No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,ARAKI Erika,1.0,3,6,10,0.33
 1,KUROGO Ai,1.0,1,4,6,0.33
 5,SHIMAMURA Haruyo,, 2,5,7,0.0
12,MOMII Aki,, 1,4,5,0.0
 8,ISHII Yuki,,, 3,3,0.0
 4,ISHIKAWA Mayu,, 1,2,3,0.0
15,HAYASHI Kotona,, 2,, 2,0.0
 3,TASHIRO Kanami,, 1,, 1,0.0
6,KOBATA Mako,,,, ,
9,OKUMURA Mai,,,, ,
19,YAMADA Nichika,,,, ,
ls,,2.0,11,24,37,0.67
