No.,Name,Excellents,Errors,In-Play,Attempts,%
13,PARK Jeongah,12,3.0,14,29,41.38
9,OH Jiyoung,4,2.0,6,12,
10,KIM Yeon Koung,4,2.0,6,12,
19,PYO Seungju,3,, 4,7,
11,KIM Su Ji,1,, 1,2,
14,YANG Hyo Jin,1,,, 1,
1,LEE Soyoung,,,, ,
3,YEUM Hye Seon,,,, ,
4,KIM Heejin,,,, ,
7,AN Hyejin,,,, ,
8,PARK Eunjin,,,, ,
16,JEONG Jiyun,,,, ,
ls,,25,7.0,31,63,39.68
