No.,Name,Points,Errors,In-Play,Total Attempts,by Set
12,THOMPSON Jordan,4.0,2,6,12,1.33
16,AKINRADEWO Foluke,2.0,7,4,13,0.67
 2,POULTER Jordyn,2.0,2,3,7,0.67
22,WASHINGTON Haleigh,1.0,5,8,14,0.33
10,LARSON Jordan,1.0,2,2,5,0.33
14,BARTSCHHACKLEY Michelle,, 1,1,2,0.0
1,HANCOCK Micha,,,, ,
4,WONGORANTES Justine,,,, ,
11,DREWS Andrea,,,, ,
15,HILL Kimberly,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,10.0,19,24,53,3.33
