No.,Name,Points,Errors,In-Play,Attempts,%
 8,GONCHAROVA Nataliya,13.0,4,6,23,39.13
10,FEDOROVTSEVA Arina,9.0,3,6,18,33.33
16,VORONKOVA Irina,7.0,3,11,21,19.05
14,FETISOVA Irina,5.0,, 3,8,
6,KOROLEVA Irina,3.0,1,3,7,
13,STARTSEVA Evgeniya,2.0,, 1,3,
12,LAZAREVA Anna,2.0,,, 2,
4,PILIPENKO Daria,,,, ,
5,MATVEEVA Polina,,,, ,
19,PODKOPAEVA Anna,,,, ,
25,SMIRNOVA Kseniia,,,, ,
26,ENINA Ekaterina,,,, ,
ls,,41.0,11,30,82,36.59
