No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
12,MOMII Aki,22,1.0,40,63,7.33
 3,TASHIRO Kanami,13,1.0,8,22,4.33
 6,KOBATA Mako,5,, 2,7,1.67
 1,KUROGO Ai,2,, 2,4,0.67
 4,ISHIKAWA Mayu,,, 5,5,0.0
11,ARAKI Erika,,, 3,3,0.0
 8,ISHII Yuki,,, 1,1,0.0
5,SHIMAMURA Haruyo,,,, ,
9,OKUMURA Mai,,,, ,
15,HAYASHI Kotona,,,, ,
19,YAMADA Nichika,,,, ,
ls,,42,2.0,61,105,14.0
