No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,BARTSCHHACKLEY Michelle,2.0,2,12,16,0.67
 2,POULTER Jordyn,1.0,, 14,15,0.33
10,LARSON Jordan,1.0,2,10,13,0.33
22,WASHINGTON Haleigh,1.0,1,6,8,0.33
12,THOMPSON Jordan,, 2,10,12,0.0
16,AKINRADEWO Foluke,, 1,5,6,0.0
15,HILL Kimberly,,, 2,2,0.0
 1,HANCOCK Micha,, 1,, 1,0.0
4,WONGORANTES Justine,,,, ,
11,DREWS Andrea,,,, ,
23,ROBINSON Kelsey,,,, ,
24,OGBOGU Chiaka,,,, ,
ls,,5.0,9,59,73,1.67
