No.,Name,Points,Errors,In-Play,Attempts,%
10,KIM Yeon Koung,27.0,6,31,64,32.81
13,PARK Jeongah,11.0,3,21,35,22.86
 4,KIM Heejin,6.0,4,29,39,5.13
1,LEE Soyoung,8.0,2,8,18,
14,YANG Hyo Jin,8.0,1,7,16,
11,KIM Su Ji,1.0,2,3,6,
3,YEUM Hye Seon,,, 2,2,
19,PYO Seungju,1.0,, 1,2,
7,AN Hyejin,, 1,1,2,
8,PARK Eunjin,1.0,1,, 2,
16,JEONG Jiyun,,, 1,1,
9,OH Jiyoung,,,, ,
ls,,63.0,20,104,187,22.99
