No.,Name,Excellents,Errors,In-Play,Attempts,%
 1,BUSA Bianka,15,1.0,9,25,60.0
17,POPOVIC Silvija,3,, 4,7,
9,MIHAJLOVIC Brankica,3,, 2,5,
19,MILENKOVIC Bojana,4,, 1,5,
20,BLAGOJEVIC Jelena,4,, 1,5,
16,RASIC Milena,1,,, 1,
5,POPOVIC Mina,,,, ,
8,MIRKOVIC Sladjana,,,, ,
10,OGNJENOVIC Maja,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
18,BOSKOVIC Tijana,,,, ,
ls,,30,1.0,17,48,62.5
