No.,Name,Excellents,Errors,In-Play,Attempts,%
19,MILENKOVIC Bojana,24,1.0,17,42,57.14
17,POPOVIC Silvija,12,5.0,12,29,41.38
1,BUSA Bianka,5,, 4,9,
9,MIHAJLOVIC Brankica,1,, 5,6,
16,RASIC Milena,,, 1,1,
18,BOSKOVIC Tijana,,, 1,1,
5,POPOVIC Mina,,,, ,
8,MIRKOVIC Sladjana,,,, ,
10,OGNJENOVIC Maja,,,, ,
13,BJELICA Ana,,,, ,
14,ALEKSIC Maja,,,, ,
20,BLAGOJEVIC Jelena,,,, ,
ls,,42,6.0,40,88,47.73
